jmq2	嗅探追踪	active	0.45		[{"k": "dmg", "tg": "col", "mult": 0.7}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.32, "dur": 2, "val": 0.2}]
jmq3	犬马之劳	sure		2	[{"k": "shield", "tg": "self", "pct": 0.23}]
jmq4	探子	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.21, "dur": 3}]
lh1	铁叫子	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.51, "src": "int"}]
lh2	歌喉嘹亮	active	0.5		[{"k": "heal", "tg": "lowest", "mult": 3.3}]
lh3	妙音悦耳	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.3}]
lh4	窃听	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.6, "src": "int"}]
zsz1	忠勇双全	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
zsz2	一代名臣	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.06, "dur": 3}]
zsz3	忠烈护国	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.1}]
zsz4	朝廷威仪	active	0.6		[{"k": "dmg", "tg": "col", "mult": 1.3}, {"k": "status", "tg": "hit", "st": "silence", "chance": 0.3, "dur": 1}]
clq1	女飞卫	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.09}]
clq2	丽卿神箭	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.88}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
clq3	美人计	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.24, "src": "int"}]
clq4	女将风采	sure		2	[{"k": "shield", "tg": "self", "pct": 0.38}]
yl1	雷部神将	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.89}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
yl2	雷霆万钧	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.61}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
yl3	雷光护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.27}]
yl4	云家枪法	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.27}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
lwl1	双枪飞舞	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.8}, {"k": "dmg", "tg": "single", "mult": 0.7}]
lwl2	双枪并刺	active	0.55		[{"k": "dmg", "tg": "row", "mult": 1.3}]
lwl3	北国小王爷	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.15, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.06, "dur": 3}]
lwl4	银盔银甲	passive			[{"k": "pshield", "pct": 0.15}, {"k": "pdodge", "chance": 0.08}]
jws1	金雀斧	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.1}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.4, "dur": 2}]
jws2	狼主咆哮	active	0.5		[{"k": "dmg", "tg": "all", "mult": 0.8}, {"k": "status", "tg": "hit", "st": "silence", "chance": 0.25, "dur": 1}]
jws3	四狼主	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.14, "dur": 3}]
jws4	铁浮屠	sure		3	[{"k": "shield", "tg": "frontm", "pct": 0.25}]
zh1	大金元帅	active	0.5		[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.45, "dur": 2}]
zh2	铁骑冲锋	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
zh3	金国大军	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.17, "dur": 3}]
zh4	大金护盾	sure		2	[{"k": "shield", "tg": "self", "pct": 0.4}]
hmc1	诡计多端	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.03, "src": "int"}]
hmc2	狡猾窃谋	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.17, "dur": 3}]
hmc3	军师妙计	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.17, "dur": 3}]
hmc4	巫术疗伤	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.5}]
cn1	双戟无敌	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.15}]
cn2	铁戟横扫	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.84}]
cn3	金国猛将	passive			[{"k": "pstat", "stat": "def", "pct": 0.16}]
cn4	铁甲护身	sure		2	[{"k": "shield", "tg": "self", "pct": 0.35}]
dl1	铜锤猛击	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.57}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
dl2	锤震四方	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.46}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.22, "dur": 1}]
dl3	岳飞部将	passive			[{"k": "pdodge", "chance": 0.16}]
dl4	铜锤护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.36}]
wg1	王贵冲锋	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.75}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
wg2	岳家枪法	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.01}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
wg3	岳家老兵	sure		2	[{"k": "shield", "tg": "self", "pct": 0.26}]
wg4	并肩作战	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
th1	汤怀剑法	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.76}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
th2	同窗之谊	active	0.45		[{"k": "dmg", "tg": "col", "mult": 0.98}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
th3	义气相救	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.3}]
th4	同门情谊	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.13, "dur": 3}]
zb2_1	张保棍法	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.63}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
zb2_2	岳飞亲随	passive			[{"k": "pdodge", "chance": 0.14}]
zb2_3	忠心耿耿	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
zb2_4	棍扫一片	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.98}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
zt2_1	名师绝学	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
zt2_2	天下武师	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "int", "pct": 0.1, "dur": 3}]
zt2_3	武学宗师	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.1}]
zt2_4	偷师学艺	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.3, "dur": 3}]
gq1	高俅踢球	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.64}]
gq2	权倾朝野	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.48, "src": "int"}]
gq3	贪赃枉法	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.11, "dur": 3}]
gq4	太尉威风	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.12, "dur": 3}]
tg1	童贯统军	active	0.5		[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.35, "dur": 2}]
tg2	十万大军	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.07, "dur": 3}]
tg3	朝廷庇护	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.1, "dur": 3}]
tg4	枢密使威严	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.12, "dur": 3}]
qh1	莫须有	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.59, "src": "int"}]
qh2	口蜜腹剑	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.55, "src": "int"}]
qh3	南宋奸相	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.21, "dur": 3}]
qh4	暗中毒计	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.54}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.35, "dur": 3}]
wqx1	酷吏审讯	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 0.86, "src": "int"}]
wqx2	罗织罪名	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.03, "src": "int"}]
wqx3	奸佞之击	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.62}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
wqx4	秦桧党羽	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.09, "dur": 3}]
fl1	圣公神威	active	0.45		[{"k": "dmg", "tg": "all", "mult": 0.8, "src": "int"}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
fl2	明教教主	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.15, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.08, "dur": 3}]
fl3	江南霸主	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.12}]
fl4	蛊惑人心	active	0.45		[{"k": "status", "tg": "rand3", "st": "chaos", "chance": 0.5, "dur": 1}, {"k": "debuff", "tg": "rand3", "stat": "def", "pct": 0.15, "dur": 2}, {"k": "dmg", "tg": "rand3", "mult": 0.4, "src": "int"}]
sb1_n	劈风刀	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.2}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.4, "dur": 2}]
sb2_n	流星锤	active	0.5		[{"k": "dmg", "tg": "row", "mult": 1.3}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
sb3_n	南国大将	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
sb4_n	石宝护体	passive			[{"k": "pcut", "pct": 0.1}, {"k": "pcounter", "chance": 0.25, "mult": 0.8}]
dyj1	宝光如来	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.1}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.3, "dur": 1}]
dyj2	佛门护法	sure		3	[{"k": "shield", "tg": "mates", "pct": 0.12}]
dyj3	佛光普照	active	0.6		[{"k": "heal", "tg": "mates", "mult": 1.0}]
dyj4	方腊国师	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "int", "pct": 0.1, "dur": 3}]
tth1	晋王神威	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.81}]
tth2	河北称王	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
tth3	晋国护盾	sure		2	[{"k": "shield", "tg": "self", "pct": 0.33}]
tth4	田虎诡计	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.64, "src": "int"}]
wl2_n	梨花枪	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
wl3_n	邬家枪法	active	0.55		[{"k": "dmg", "tg": "row", "mult": 1.3}]
wl4_n	田虎部将	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
wl5_n	河北武将	passive			[{"k": "pcut", "pct": 0.12}, {"k": "pstat", "stat": "def", "pct": 0.06}]
wq1	淮西大王	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.79}]
wq2	称霸一方	passive			[{"k": "pstat", "stat": "def", "pct": 0.15}]
wq3	淮西护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.33}]
wq4	王庆奸计	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.78, "src": "int"}]
lz1	金剑先生	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9, "src": "int"}, {"k": "status", "tg": "hit", "st": "silence", "chance": 0.4, "dur": 1}]
lz2	妖法惑众	active	0.65		[{"k": "status", "tg": "rand2", "st": "chaos", "chance": 0.5, "dur": 1}]
lz3	偷天换日	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.3, "dur": 3}]
lz4	金剑护法	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.18, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.06, "dur": 3}]
dsn1	妖女飞刀	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.95, "src": "int"}]
dsn2	妖法迷人	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.06, "src": "int"}]
dsn3	吸精大法	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.19, "dur": 3}]
dsn4	妖女护体	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.62, "src": "int"}]
hzb1	贺家枪法	active	0.65		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
hzb2	妖法阵阵	active	0.5		[{"k": "status", "tg": "rand2", "st": "chaos", "chance": 0.45, "dur": 1}, {"k": "dmg", "tg": "rand2", "mult": 0.5, "src": "int"}]
hzb3	辽国猛将	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
hzb4	贺重宝护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.35}, {"k": "status", "tg": "self", "st": "taunt", "chance": 1.0, "dur": 1}]
xzj1	小遮拦	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.05}]
xzj2	遮拦枪法	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.1}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
xzj3	穆家枪	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.11}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
xzj4	穆家兄弟	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.29, "dur": 3}]
lj1	混江龙	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.96}]
lj2	水底翻江	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.75}]
lj3	水军头领	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.09, "dur": 3}]
lj4	梁山水军	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.16, "dur": 3}]
zh2_n	船火儿	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
zh3_n	水上霸王	passive			[{"k": "pstat", "stat": "atk", "pct": 0.1}]
zh4_n	船家护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.33}]
zh5_n	水中偷袭	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.22, "dur": 3}]
lw1	插翅虎	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.12}]
lw2	雷横铁棒	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.07}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
lw3	铁棒护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.32}]
lw4	步兵头领	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.19, "dur": 3}]
sq1	急先锋	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
sq2	斧法迅捷	active	0.55		[{"k": "dmg", "tg": "row", "mult": 1.35}]
sq3	先锋冲锋	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "frontm", "stat": "atk", "pct": 0.1, "dur": 3}]
sq4	急先锋护体	passive			[{"k": "pfirst"}, {"k": "pdmg", "pct": 0.08}]
dp1	双枪将	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.8}, {"k": "dmg", "tg": "single", "mult": 0.7}]
dp2	双枪齐出	active	0.5		[{"k": "dmg", "tg": "col", "mult": 1.4}]
dp3	董平神力	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}, {"k": "buff", "tg": "self", "stat": "agi", "pct": 0.15, "dur": 3}]
dp4	双枪护体	passive			[{"k": "pdodge", "chance": 0.12}, {"k": "pshield", "pct": 0.1}]
zq2n	没羽箭	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.9}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.35, "dur": 1}]
zq3n	飞石连珠	active	0.45		[{"k": "dmg", "tg": "col", "mult": 1.3}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.15, "dur": 1}]
zq4n	飞石迷眼	active	0.55		[{"k": "dmg", "tg": "rand2", "mult": 0.9}, {"k": "status", "tg": "hit", "st": "disarm", "chance": 0.7, "dur": 1}]
zq5n	没羽神射	passive			[{"k": "pcrit", "val": 0.08}, {"k": "pfirst"}]
jz1	金枪手	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.0}, {"k": "status", "tg": "hit", "st": "vuln", "chance": 0.4, "dur": 2, "val": 0.2}]
jz2	钩镰枪法	active	0.55		[{"k": "dmg", "tg": "col", "mult": 1.1}, {"k": "status", "tg": "hit", "st": "disarm", "chance": 0.3, "dur": 1}]
jz3	金枪护体	passive			[{"k": "pshield", "pct": 0.15}, {"k": "pcut", "pct": 0.06}]
jz4	教头传承	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.12, "dur": 3}, {"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.06, "dur": 3}]
xz1	笑面虎	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.53, "src": "int"}]
xz2	笑脸迎人	active	0.45		[{"k": "status", "tg": "smartest", "st": "silence", "chance": 0.8, "dur": 2}, {"k": "dmg", "tg": "smartest", "mult": 1.53, "src": "int"}]
xz3	和事佬	sure		2	[{"k": "shield", "tg": "self", "pct": 0.33}]
xz4	梁山交际	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.15, "dur": 3}]
hsw1	九天玄女	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.08}]
hsw2	母夜叉	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 1.14, "src": "int"}]
hsw3	玄女法术	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.2, "dur": 3}]
hsw4	思文护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.37}]
ht1	百胜将	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.97}]
ht2	韩家枪法	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.01}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
ht3	官军教头	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.09, "dur": 3}]
ht4	百胜护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.35}]
pq1	天目将	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.95}]
pq2	彭家三尖刀	active	0.45		[{"k": "dmg", "tg": "col", "mult": 1.0}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
pq3	天目神威	passive			[{"k": "pstat", "stat": "hp", "pct": 0.16}]
pq4	天目护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.36}]
wdg1	神火将	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.89}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
wdg2	烈焰焚天	active	0.35		[{"k": "dmg", "tg": "all", "mult": 0.59}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
wdg3	神火护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.26}]
wdg4	火攻阵	active	0.55		[{"k": "dmg", "tg": "single", "mult": 2.23}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.3, "dur": 2}]
xjs1	神机妙算	active	0.5		[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.33, "dur": 2}]
xjs2	算无遗策	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.17, "dur": 3}]
xjs3	河北义士	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.12, "dur": 3}]
xjs4	嘉穗之恩	sure		2	[{"k": "heal", "tg": "mates", "mult": 0.5}]
qdq1	幻魔真人	active	0.5		[{"k": "dmg", "tg": "all", "mult": 0.75, "src": "int"}]
qdq2	妖雾弥漫	active	0.65		[{"k": "status", "tg": "rand3", "st": "chaos", "chance": 0.4, "dur": 1}]
qdq3	幻魔大法	sure		2	[{"k": "steal", "tg": "strongest", "stat": "int", "pct": 0.35, "dur": 3}]
qdq4	道法回春	sure		2	[{"k": "heal", "tg": "self", "mult": 2.0}, {"k": "status", "tg": "self", "st": "dodge", "chance": 1.0, "dur": 2, "val": 0.2}]
ml1	神兽金甲	active	0.55		[{"k": "dmg", "tg": "all", "mult": 0.55, "src": "int"}, {"k": "status", "tg": "hit", "st": "burn", "chance": 0.25, "dur": 2}]
ml2	金砖法术	active	0.45		[{"k": "dmg", "tg": "rand2", "mult": 0.8, "src": "int"}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.45, "dur": 1}]
ml3	法术偷天	sure		2	[{"k": "steal", "tg": "strongest", "stat": "agi", "pct": 0.35, "dur": 3}]
ml4	金甲护法	sure		2	[{"k": "shield", "tg": "mates", "pct": 0.12}]
ybs1	险道神	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.75}]
ybs2	高大身躯	passive			[{"k": "pcounter", "chance": 0.16, "mult": 0.8}]
ybs3	梁山旗手	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.07, "dur": 3}]
ybs4	巨汉冲击	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.0}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
djz1	金毛犬	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.65}]
djz2	偷马贼	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.13, "dur": 3}]
djz3	盗亦有道	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.12, "dur": 3}]
djz4	草上飞	passive			[{"k": "pdodge", "chance": 0.14}]
mk1	玉幡竿	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.69}]
mk2	造船匠	passive			[{"k": "pshield", "pct": 0.17}]
mk3	梁山工匠	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.08, "dur": 3}]
mk4	船匠之击	active	0.45		[{"k": "dmg", "tg": "row", "mult": 1.0}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
tzw1	九尾龟	active	0.6		[{"k": "dmg", "tg": "single", "mult": 1.68}]
tzw2	农夫之力	passive			[{"k": "pstat", "stat": "def", "pct": 0.1}]
tzw3	梁山农夫	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.15, "dur": 3}]
tzw4	铁锹横扫	active	0.45		[{"k": "dmg", "tg": "row", "mult": 0.86}, {"k": "status", "tg": "hit", "st": "stun", "chance": 0.25, "dur": 1}]
sq2_n	铁扇子	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.6, "src": "int"}]
sq3_n	宋家宴会	cmd			[{"k": "buff", "tg": "mates", "stat": "agi", "pct": 0.14, "dur": 3}]
sq4_n	铁扇迷魂	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.78, "src": "int"}]
sq5_n	宋家护盾	sure		2	[{"k": "shield", "tg": "self", "pct": 0.28}]
hx1	误走妖魔	active	0.45		[{"k": "status", "tg": "smartest", "st": "chaos", "chance": 0.7, "dur": 1}, {"k": "dmg", "tg": "smartest", "mult": 0.58, "src": "int"}]
hx2	太尉权势	sure		2	[{"k": "steal", "tg": "strongest", "stat": "atk", "pct": 0.12, "dur": 3}]
hx3	朝廷命官	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.08, "dur": 3}]
hx4	洪太尉	active	0.6		[{"k": "dmg", "tg": "single", "mult": 2.15}]
zt1_n	天师道法	active	0.6		[{"k": "heal", "tg": "mates", "mult": 0.8}]
zt2_n	天师符咒	active	0.35		[{"k": "status", "tg": "rand3", "st": "silence", "chance": 0.7, "dur": 2}, {"k": "dmg", "tg": "rand3", "mult": 0.4, "src": "int"}]
zt3_n	龙虎山天师	cmd			[{"k": "buff", "tg": "mates", "stat": "int", "pct": 0.14, "dur": 3}, {"k": "cleanse", "tg": "mates"}]
zt4_n	道法护身	sure		2	[{"k": "shield", "tg": "mates", "pct": 0.12}]
zct1	曾家枪法	active	0.55		[{"k": "dmg", "tg": "single", "mult": 1.86}, {"k": "status", "tg": "hit", "st": "bleed", "chance": 0.3, "dur": 2}]
zct2	曾头市教头	cmd			[{"k": "buff", "tg": "mates", "stat": "def", "pct": 0.14, "dur": 3}]
zct3	曾家五虎	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}]
zct4	曾涂护体	sure		2	[{"k": "shield", "tg": "self", "pct": 0.32}]
swg1	史家枪法	active	0.65		[{"k": "dmg", "tg": "single", "mult": 2.2}, {"k": "status", "tg": "hit", "st": "poison", "chance": 0.4, "dur": 3}]
swg2	神枪贯日	active	0.55		[{"k": "dmg", "tg": "col", "mult": 1.5}]
swg3	曾头市教师	cmd			[{"k": "buff", "tg": "mates", "stat": "atk", "pct": 0.1, "dur": 3}, {"k": "debuff", "tg": "all", "stat": "agi", "pct": 0.1, "dur": 2}]
